,site,sales,period_of_day,headcount
744,site2,197.74674793650482,evening,2.0
745,site2,197.10784744961583,evening,2.0
746,site2,194.50704403703224,evening,2.0
747,site2,182.7558612070319,evening,2.0
748,site2,192.85302932022816,evening,2.0
749,site2,211.0879914081101,evening,3.0
750,site2,208.9832389924752,evening,3.0
751,site2,207.63226211408036,evening,3.0
752,site2,204.33207701625608,evening,2.0
753,site2,213.35959091803298,evening,3.0
754,site2,210.80179898694556,evening,3.0
755,site2,195.86168637653833,evening,2.0
756,site2,184.41132041386481,evening,2.0
757,site2,199.09716775135354,evening,2.0
758,site2,171.25657321620372,evening,2.0
759,site2,184.02964274955522,evening,2.0
760,site2,208.94045094993405,evening,3.0
761,site2,177.95160255475795,evening,2.0
762,site2,199.77530354172794,evening,2.0
763,site2,187.61420116085233,evening,2.0
764,site2,220.47218994385457,evening,3.0
765,site2,190.3739359679873,evening,2.0
766,site2,210.40955371095652,evening,3.0
767,site2,158.94106427122034,evening,2.0
768,site2,210.95849724862245,evening,3.0
769,site2,142.00166090028446,evening,4.0
770,site2,217.81159477668217,evening,3.0
771,site2,188.14475558698334,evening,2.0
772,site2,225.2196159312609,evening,3.0
773,site2,198.45413553422225,evening,2.0
774,site2,197.88973253376722,evening,2.0
775,site2,188.63024262178925,evening,2.0
776,site2,220.03930991092432,evening,3.0
777,site2,185.24821867662956,evening,2.0
778,site2,213.65492024119405,evening,3.0
779,site2,184.56010190923794,evening,2.0
780,site2,180.41938591025507,evening,2.0
781,site2,203.83858019164364,evening,2.0
782,site2,198.89318325659363,evening,2.0
783,site2,218.6725163503121,evening,3.0
784,site2,189.4640558558377,evening,2.0
785,site2,192.9796072534932,evening,2.0
786,site2,187.18774686626875,evening,2.0
787,site2,188.45204655550913,evening,2.0
788,site2,190.01623007515158,evening,2.0
789,site2,205.29754912349696,evening,2.0
790,site2,214.2054092043165,evening,3.0
791,site2,201.90313188200477,evening,2.0
792,site2,228.12482696082066,evening,3.0
793,site2,191.36904584451102,evening,2.0
794,site2,199.86780783433426,evening,2.0
795,site2,182.0859634325966,evening,2.0
796,site2,206.20631615530988,evening,3.0
797,site2,224.86118071788428,evening,3.0
798,site2,199.8152366662184,evening,2.0
799,site2,194.2247201068412,evening,2.0
800,site2,194.72561601122135,evening,2.0
801,site2,215.81895306860562,evening,3.0
802,site2,193.71832067221607,evening,2.0
803,site2,201.9669722497749,evening,2.0
804,site2,195.70362842647984,evening,2.0
805,site2,203.8774065443057,evening,2.0
806,site2,212.7937092434488,evening,3.0
807,site2,207.73552866890373,evening,3.0
808,site2,141.49074020577837,evening,4.0
809,site2,206.5171865489357,evening,3.0
810,site2,181.34298097442826,evening,2.0
811,site2,178.42796666687013,evening,2.0
812,site2,183.04165963190675,evening,2.0
813,site2,214.70346926096525,evening,3.0
814,site2,185.65310047060444,evening,2.0
815,site2,187.10267505260595,evening,2.0
816,site2,197.3449445419955,evening,2.0
817,site2,196.68145328589281,evening,2.0
818,site2,219.74466169346908,evening,3.0
819,site2,212.4278448557639,evening,3.0
820,site2,184.00888730363462,evening,2.0
821,site2,175.95863146973616,evening,2.0
822,site2,141.7106645821123,evening,4.0
823,site2,192.6363528739276,evening,2.0
824,site2,197.031730933323,evening,2.0
825,site2,207.62710255768488,evening,3.0
826,site2,202.5933866684704,evening,2.0
827,site2,156.16036669183575,evening,4.0
828,site2,211.53378643400313,evening,3.0
829,site2,211.98138964281236,evening,3.0
830,site2,192.8684052220227,evening,2.0
831,site2,214.87085453031273,evening,3.0
832,site2,187.35349681714578,evening,2.0
833,site2,194.5949731614802,evening,2.0
834,site2,198.45300454249355,evening,2.0
835,site2,202.7728738110922,evening,2.0
836,site2,225.94774266031382,evening,3.0
837,site2,179.16561804755128,evening,2.0
838,site2,215.557631072969,evening,3.0
839,site2,197.08658576163756,evening,2.0
840,site2,225.79272285890661,evening,3.0
841,site2,192.08797356343473,evening,2.0
842,site2,188.45409996315516,evening,2.0
843,site2,171.94212842472564,evening,2.0
844,site2,192.43845935298248,evening,2.0
845,site2,142.27288467947105,evening,4.0
846,site2,221.81485999847794,evening,3.0
847,site2,214.6654090408386,evening,3.0
848,site2,208.8545759479473,evening,3.0
849,site2,205.5880714858765,evening,3.0
850,site2,189.0677302487533,evening,2.0
851,site2,185.3548154497918,evening,2.0
852,site2,163.19115495796802,evening,2.0
853,site2,203.0421275771922,evening,2.0
854,site2,188.98796525057648,evening,2.0
855,site2,199.05292207877673,evening,2.0
856,site2,210.86298139305234,evening,3.0
857,site2,215.39538648382384,evening,3.0
858,site2,200.98265024088084,evening,2.0
859,site2,188.36715234652888,evening,2.0
860,site2,147.7501689064823,evening,2.0
861,site2,205.2586346479443,evening,2.0
862,site2,197.8820072066229,evening,2.0
863,site2,193.96792453192924,evening,2.0
864,site2,186.88136396191783,evening,2.0
865,site2,206.98360569822088,evening,3.0
866,site2,221.04158554417057,evening,3.0
867,site2,206.76662619765176,evening,3.0
868,site2,216.86662368285056,evening,3.0
869,site2,201.31741863031561,evening,2.0
870,site2,207.71848722377345,evening,3.0
871,site2,194.40948015034252,evening,2.0
872,site2,139.5983054422565,evening,4.0
873,site2,205.77045135606807,evening,3.0
874,site2,197.36728911889244,evening,2.0
875,site2,208.46162652315726,evening,3.0
876,site2,189.52794149764972,evening,2.0
877,site2,202.32444246928674,evening,2.0
878,site2,215.5008420572158,evening,3.0
879,site2,194.85645140027117,evening,2.0
880,site2,204.6549967624826,evening,2.0
881,site2,190.81487413290242,evening,2.0
882,site2,201.86313198861373,evening,2.0
883,site2,210.21496650754185,evening,3.0
884,site2,140.03419224741967,evening,4.0
885,site2,220.63526695943585,evening,3.0
886,site2,192.4052662726226,evening,2.0
887,site2,210.07179428345177,evening,3.0
888,site2,180.3217219761064,evening,2.0
889,site2,212.19365874603938,evening,3.0
890,site2,200.15360361527195,evening,2.0
891,site2,143.860736041765,evening,4.0
892,site2,211.46812926455175,evening,3.0
893,site2,215.06440155674827,evening,3.0
894,site2,211.8361478100232,evening,3.0
895,site2,183.32587009218628,evening,2.0
896,site2,224.1462126464586,evening,3.0
897,site2,192.92440306362255,evening,2.0
898,site2,193.70750503154667,evening,2.0
899,site2,219.5874732030294,evening,3.0
900,site2,190.5150063356202,evening,2.0
901,site2,142.85182724165583,evening,4.0
902,site2,214.26396894476366,evening,3.0
903,site2,196.73780635294503,evening,2.0
904,site2,209.39683094496056,evening,3.0
905,site2,192.68575287302724,evening,2.0
906,site2,219.40624807177997,evening,3.0
907,site2,167.01548556757817,evening,2.0
908,site2,222.9573413216258,evening,3.0
909,site2,212.33884309895868,evening,3.0
910,site2,208.17235708600143,evening,3.0
911,site2,224.23677792998203,evening,3.0
912,site2,204.5354385185117,evening,2.0
913,site2,177.5904390493395,evening,2.0
914,site2,184.23607934953105,evening,2.0
915,site2,204.95665901676892,evening,2.0
916,site2,173.42671144064641,evening,2.0
917,site2,186.68892821067573,evening,2.0
918,site2,195.427005979066,evening,2.0
919,site2,182.6848221346768,evening,2.0
920,site2,207.4778892800122,evening,3.0
921,site2,139.7541814267138,evening,4.0
922,site2,188.2991366778078,evening,2.0
923,site2,190.86386589528408,evening,2.0
924,site2,206.76933395389705,evening,3.0
925,site2,221.58354103188296,evening,3.0
926,site2,196.728000850756,evening,2.0
927,site2,173.709023480158,evening,2.0
928,site2,222.50454291366657,evening,3.0
929,site2,206.08397195956258,evening,3.0
930,site2,192.82556539401978,evening,2.0
931,site2,197.70084892697048,evening,2.0
932,site2,201.43282722350182,evening,2.0
933,site2,218.78028199584787,evening,3.0
934,site2,194.5188556047076,evening,2.0
935,site2,197.315345453102,evening,2.0
936,site2,209.67537300213218,evening,3.0
937,site2,182.06957812148343,evening,2.0
938,site2,198.7403719164797,evening,2.0
939,site2,192.80213473304198,evening,2.0
940,site2,188.1364057498681,evening,2.0
941,site2,177.92084151310257,evening,2.0
942,site2,182.0251353322667,evening,2.0
943,site2,189.44379629628133,evening,2.0
944,site2,202.62143276497565,evening,2.0
945,site2,201.4990708222692,evening,2.0
946,site2,209.1251175380679,evening,3.0
947,site2,203.52511496298365,evening,2.0
948,site2,199.86793355098462,evening,2.0
949,site2,151.3753649812718,evening,2.0
950,site2,202.96883947161808,evening,2.0
951,site2,202.41675737295165,evening,2.0
952,site2,188.99372746487552,evening,2.0
953,site2,200.13888215791124,evening,2.0
954,site2,202.34343708501743,evening,2.0
955,site2,186.91531870145212,evening,2.0
956,site2,214.3310882739891,evening,3.0
957,site2,180.15177925597698,evening,2.0
958,site2,182.33831400184923,evening,2.0
959,site2,211.50370529803268,evening,3.0
960,site2,200.56032727613385,evening,2.0
961,site2,207.55912880000346,evening,3.0
962,site2,185.1654976842742,evening,2.0
963,site2,228.1115643482478,evening,3.0
964,site2,189.6655654304961,evening,2.0
965,site2,178.8345959275179,evening,2.0
966,site2,200.75796481933153,evening,2.0
967,site2,197.2528335135271,evening,2.0
968,site2,217.9296959787573,evening,3.0
969,site2,201.54481899281188,evening,2.0
970,site2,202.52125129841176,evening,2.0
971,site2,217.65863405532872,evening,3.0
972,site2,170.62631156169897,evening,2.0
973,site2,209.72192982405923,evening,3.0
974,site2,190.43595937802067,evening,2.0
975,site2,184.19504878016733,evening,2.0
976,site2,187.95076927567263,evening,2.0
977,site2,221.98486470319003,evening,3.0
978,site2,195.1519183958911,evening,2.0
979,site2,194.67563518759786,evening,2.0
980,site2,194.65463594237684,evening,2.0
981,site2,187.3898669257971,evening,2.0
982,site2,199.68412347413621,evening,2.0
983,site2,211.77825071330966,evening,3.0
984,site2,176.3332722638869,evening,2.0
985,site2,221.11218396166217,evening,3.0
986,site2,201.45382359143377,evening,2.0
987,site2,204.17298888232656,evening,2.0
988,site2,203.98607200402304,evening,2.0
989,site2,211.69824141907728,evening,3.0
990,site2,213.18803241892718,evening,3.0
991,site2,199.27957319221218,evening,2.0
992,site2,198.9664927950808,evening,2.0
993,site2,211.26258354396467,evening,3.0
994,site2,201.54673240612917,evening,2.0
995,site2,225.22334598039095,evening,3.0
996,site2,207.91003965780325,evening,3.0
997,site2,187.03487805948106,evening,2.0
998,site2,187.03344475209002,evening,2.0
999,site2,191.87818902298145,evening,2.0
0,site2,146.85554365651564,evening,2.0
1,site2,182.10621015939302,evening,2.0
2,site2,188.2093439385758,evening,2.0
3,site2,169.69050099969613,evening,2.0
4,site2,221.12190123290299,evening,3.0
5,site2,212.16156730227783,evening,3.0
6,site2,183.85479294497065,evening,2.0
7,site2,189.33080117115423,evening,2.0
8,site2,187.70167438129545,evening,2.0
9,site2,218.21060040532961,evening,3.0
10,site2,202.9611187518681,evening,2.0
11,site2,202.08266901916866,evening,2.0
12,site2,198.1845662245849,evening,2.0
13,site2,226.13903083139417,evening,3.0
14,site2,173.12869011079334,evening,2.0
15,site2,189.9969561820265,evening,2.0
16,site2,187.44766648367465,evening,2.0
17,site2,212.42651332703653,evening,3.0
18,site2,227.50698285292376,evening,3.0
19,site2,208.7596282439628,evening,3.0
20,site2,190.93540877216518,evening,2.0
21,site2,189.620146261065,evening,2.0
22,site2,180.11803436979497,evening,2.0
23,site2,164.05081777693192,evening,2.0
24,site2,200.40392288076887,evening,2.0
25,site2,122.20959693798216,evening,3.0
26,site2,205.0629727210115,evening,2.0
27,site2,183.48528904507074,evening,2.0
28,site2,208.12768434496257,evening,3.0
29,site2,220.26935232241155,evening,3.0
30,site2,202.0446211112932,evening,2.0
31,site2,185.3683537851318,evening,2.0
32,site2,199.82422443087935,evening,2.0
33,site2,222.80871321036744,evening,3.0
34,site2,188.5316326275979,evening,2.0
35,site2,191.6174731569485,evening,2.0
36,site2,181.8026707260672,evening,2.0
37,site2,216.63605522117544,evening,3.0
38,site2,180.75280203257563,evening,2.0
39,site2,199.11316680496125,evening,2.0
40,site2,178.7622433447632,evening,2.0
41,site2,197.14738106323102,evening,2.0
42,site2,203.04733424461327,evening,2.0
43,site2,194.17926159906636,evening,2.0
44,site2,192.76440448814245,evening,2.0
45,site2,217.98443799530236,evening,3.0
46,site2,188.7080996589269,evening,2.0
47,site2,190.52122392663927,evening,2.0
48,site2,225.30065870302195,evening,3.0
49,site2,183.4816165140666,evening,2.0
50,site2,194.97029856108998,evening,2.0
51,site2,181.63873602995065,evening,2.0
52,site2,117.88390551909822,evening,3.0
53,site2,201.01923513663147,evening,2.0
54,site2,201.4267587827978,evening,2.0
55,site2,176.6907443567508,evening,2.0
56,site2,171.00497260048036,evening,2.0
57,site2,207.61646988789073,evening,3.0
58,site2,200.27739929000126,evening,2.0
59,site2,202.61797484894507,evening,2.0
60,site2,225.2258301771814,evening,3.0
61,site2,219.5502121274356,evening,3.0
62,site2,221.47952215070077,evening,3.0
63,site2,159.89392884716278,evening,2.0
64,site2,176.36648325650125,evening,2.0
65,site2,184.8100747918615,evening,2.0
66,site2,186.21498735948003,evening,2.0
67,site2,200.7655213293636,evening,2.0
68,site2,191.36809668977753,evening,2.0
69,site2,203.4968131454026,evening,2.0
70,site2,216.58204669758953,evening,3.0
71,site2,187.53236137050442,evening,2.0
72,site2,217.477747947226,evening,3.0
73,site2,208.83867966243656,evening,3.0
74,site2,197.71363486580222,evening,2.0
75,site2,187.6902508244387,evening,2.0
76,site2,199.12951671811388,evening,2.0
77,site2,193.04828769567553,evening,2.0
78,site2,206.1339789306194,evening,3.0
79,site2,207.5787968699217,evening,3.0
80,site2,215.42855057978025,evening,3.0
81,site2,204.8642728054375,evening,2.0
82,site2,206.07107455123213,evening,3.0
83,site2,219.87975169212606,evening,3.0
84,site2,204.79089899927763,evening,2.0
85,site2,195.6724899515785,evening,2.0
86,site2,117.76267934638952,evening,2.0
87,site2,215.06260679280297,evening,3.0
88,site2,183.48246487665853,evening,2.0
89,site2,204.6930443092765,evening,2.0
90,site2,184.0200177341506,evening,2.0
91,site2,206.78236516418286,evening,3.0
92,site2,188.94046032000975,evening,2.0
93,site2,188.90319741466723,evening,2.0
94,site2,204.42893497328365,evening,2.0
95,site2,211.3961055731524,evening,3.0
96,site2,210.27436977080416,evening,3.0
97,site2,177.3799546393622,evening,2.0
98,site2,213.3935618951106,evening,3.0
99,site2,190.646083433009,evening,2.0
100,site2,144.17822199901224,evening,4.0
101,site2,177.6639715705868,evening,2.0
102,site2,209.41334999815143,evening,3.0
103,site2,204.05940962943333,evening,2.0
104,site2,178.75713797781358,evening,2.0
105,site2,217.963205853007,evening,3.0
106,site2,222.29592653046743,evening,3.0
107,site2,201.47048259353193,evening,2.0
108,site2,181.41333520681593,evening,2.0
109,site2,224.35009916173536,evening,2.0
110,site2,211.48553134753203,evening,3.0
111,site2,208.99695999854984,evening,3.0
112,site2,183.81740547512928,evening,2.0
113,site2,212.44933268419118,evening,3.0
114,site2,185.58138713267715,evening,2.0
115,site2,176.78508858099946,evening,2.0
116,site2,205.6779770000568,evening,3.0
117,site2,190.11987897397586,evening,2.0
118,site2,290.02910035710124,evening,3.0
119,site2,182.9756614174121,evening,2.0
120,site2,200.4998092062626,evening,2.0
121,site2,198.58251734895092,evening,2.0
122,site2,207.80155267384353,evening,3.0
123,site2,198.91229907854756,evening,2.0
124,site2,203.31982820619055,evening,2.0
125,site2,214.70134637225755,evening,3.0
126,site2,179.92187364827313,evening,2.0
127,site2,200.62146699398093,evening,2.0
128,site2,204.03483827928065,evening,2.0
129,site2,203.94653444270804,evening,2.0
130,site2,203.14141610523717,evening,2.0
131,site2,189.30792076954134,evening,2.0
132,site2,188.51005059147278,evening,2.0
133,site2,197.56102051203146,evening,2.0
134,site2,204.93309900235047,evening,2.0
135,site2,194.543234580004,evening,2.0
136,site2,208.03963051558554,evening,3.0
137,site2,203.3788986836123,evening,2.0
138,site2,191.64035468996477,evening,2.0
139,site2,197.97406614071653,evening,2.0
140,site2,208.3267197829992,evening,3.0
141,site2,206.71661475044704,evening,3.0
142,site2,284.2798373565223,evening,2.0
143,site2,200.10795814409988,evening,2.0
144,site2,201.16534494169852,evening,2.0
145,site2,196.0504366169658,evening,2.0
146,site2,199.9679844886758,evening,2.0
147,site2,183.20399806816124,evening,2.0
148,site2,194.1066485563014,evening,2.0
149,site2,203.62525895531925,evening,2.0
150,site2,199.06265550903527,evening,2.0
151,site2,178.1083184681203,evening,2.0
152,site2,145.8598147626448,evening,4.0
153,site2,185.7548515688208,evening,2.0
154,site2,189.76810713784957,evening,2.0
155,site2,207.7473629961047,evening,3.0
156,site2,213.32956325842238,evening,3.0
157,site2,177.9717984367757,evening,2.0
158,site2,205.28010662022004,evening,2.0
159,site2,195.9015275601287,evening,2.0
160,site2,208.29025136069936,evening,3.0
161,site2,202.19541626021555,evening,2.0
162,site2,174.76693517339538,evening,2.0
163,site2,189.14095375779067,evening,2.0
164,site2,216.4179922617989,evening,3.0
165,site2,187.54984300515892,evening,2.0
166,site2,208.01436914416564,evening,3.0
167,site2,190.1843949383785,evening,2.0
168,site2,204.42445796165296,evening,2.0
169,site2,205.02007407229357,evening,2.0
170,site2,227.67055012712166,evening,3.0
171,site2,200.93805641803786,evening,2.0
172,site2,198.97122352688507,evening,2.0
173,site2,203.4218061153835,evening,2.0
174,site2,194.84447464548418,evening,2.0
175,site2,204.8618471771758,evening,2.0
176,site2,184.0873087163072,evening,2.0
177,site2,197.48848799809755,evening,2.0
178,site2,226.4082747238981,evening,3.0
179,site2,190.812932455214,evening,2.0
180,site2,195.44489820629857,evening,2.0
181,site2,195.0195414682715,evening,2.0
182,site2,197.94185959786225,evening,2.0
183,site2,189.34381205699208,evening,2.0
184,site2,201.4779038273299,evening,2.0
185,site2,206.38955890222704,evening,3.0
186,site2,191.63027868560013,evening,2.0
187,site2,205.57745045436698,evening,3.0
188,site2,192.63633085909785,evening,2.0
189,site2,177.6139889281782,evening,2.0
190,site2,200.728729574684,evening,2.0
191,site2,200.73253054764493,evening,2.0
192,site2,191.72306169693888,evening,2.0
193,site2,208.23777168268816,evening,3.0
194,site2,213.56403741665332,evening,3.0
195,site2,208.02863499959426,evening,3.0
196,site2,205.4254714077274,evening,3.0
197,site2,189.71368358772924,evening,2.0
198,site2,209.0884087305458,evening,3.0
199,site2,187.3290440783021,evening,2.0
200,site2,197.049123628674,evening,2.0
201,site2,158.16505342968912,evening,2.0
202,site2,197.0409767934841,evening,2.0
203,site2,157.19870910132778,evening,2.0
204,site2,207.249182613265,evening,3.0
205,site2,193.06982320688599,evening,2.0
206,site2,180.42375800807372,evening,2.0
207,site2,207.48286671686066,evening,3.0
208,site2,223.81391222245415,evening,3.0
209,site2,214.76895088884177,evening,3.0
210,site2,199.34297596625268,evening,2.0
211,site2,219.3158228009228,evening,3.0
212,site2,172.8316113428519,evening,5.0
213,site2,222.20006533231842,evening,3.0
214,site2,222.36440853824917,evening,3.0
215,site2,186.2891578551543,evening,2.0
216,site2,184.30778781293094,evening,2.0
217,site2,192.02684710118297,evening,2.0
218,site2,216.90160996413078,evening,3.0
219,site2,189.11471406506672,evening,2.0
220,site2,199.58400228832983,evening,2.0
221,site2,190.19709102030149,evening,2.0
222,site2,207.12289222005373,evening,3.0
223,site2,196.7868859135626,evening,2.0
224,site2,167.30111496576777,evening,2.0
225,site2,210.0554065392661,evening,3.0
226,site2,211.9021174175327,evening,3.0
227,site2,192.8624766868379,evening,2.0
228,site2,206.31380430462602,evening,3.0
229,site2,195.50656440606198,evening,2.0
230,site2,180.59088795059614,evening,2.0
231,site2,200.53694389054914,evening,2.0
232,site2,192.8160305589086,evening,2.0
233,site2,211.89343466772627,evening,3.0
234,site2,220.23500290655505,evening,3.0
235,site2,143.26757469656047,evening,4.0
236,site2,217.97356467940568,evening,3.0
237,site2,189.49430898128858,evening,2.0
238,site2,214.21630524614625,evening,3.0
239,site2,178.2996644142258,evening,2.0
240,site2,206.6876621386975,evening,3.0
241,site2,188.48150439003888,evening,3.0
242,site2,204.32029809671164,evening,2.0
243,site2,226.37244702330347,evening,3.0
244,site2,200.70986264034767,evening,2.0
245,site2,206.69534172306854,evening,3.0
246,site2,194.1510268053669,evening,2.0
247,site2,186.44212776330872,evening,2.0
248,site2,201.03543967804853,evening,2.0
249,site2,192.8008086910395,evening,2.0
250,site2,220.22116638549505,evening,3.0
251,site2,207.4242154765186,evening,3.0
252,site2,143.46254140597293,evening,2.0
253,site2,214.19675306049083,evening,3.0
254,site2,198.5329601702067,evening,2.0
255,site2,147.4498106017464,evening,4.0
256,site2,191.5800929905034,evening,2.0
257,site2,189.17484501110002,evening,2.0
258,site2,220.83923540326512,evening,3.0
259,site2,195.42830116355734,evening,2.0
260,site2,211.79947289360055,evening,3.0
261,site2,194.56696550031478,evening,2.0
262,site2,181.6445433654922,evening,2.0
263,site2,195.41096994199302,evening,2.0
264,site2,186.54728793328107,evening,2.0
265,site2,198.0555377211603,evening,2.0
266,site2,218.97949222399632,evening,3.0
267,site2,200.1712867457079,evening,2.0
268,site2,210.57515794977905,evening,3.0
269,site2,190.1725983524479,evening,2.0
270,site2,173.4594141567778,evening,2.0
271,site2,202.79614572624874,evening,2.0
272,site2,190.21499942664315,evening,2.0
273,site2,199.8023313201657,evening,2.0
274,site2,144.92652814795355,evening,4.0
275,site2,194.17075889719325,evening,2.0
276,site2,206.11079795932312,evening,3.0
277,site2,187.18682430455658,evening,2.0
278,site2,206.17292924038233,evening,3.0
279,site2,223.93077994982303,evening,3.0
280,site2,222.3543993424551,evening,3.0
281,site2,199.00101276880176,evening,2.0
282,site2,197.7737674621132,evening,2.0
283,site2,196.35252841571244,evening,2.0
284,site2,205.05137171768936,evening,2.0
285,site2,208.711584499713,evening,3.0
286,site2,224.18725942230068,evening,3.0
287,site2,177.9394176671904,evening,2.0
288,site2,198.27023879242557,evening,2.0
289,site2,189.83361169940827,evening,2.0
290,site2,169.19169086167196,evening,2.0
291,site2,212.97827536379785,evening,3.0
292,site2,203.842455597882,evening,2.0
293,site2,202.27528643656592,evening,2.0
294,site2,196.5047636264514,evening,2.0
295,site2,207.32542715603637,evening,3.0
296,site2,199.34744997166726,evening,2.0
297,site2,189.256558596193,evening,2.0
298,site2,200.68679461590807,evening,2.0
299,site2,202.77578787343163,evening,2.0
300,site2,191.10605700016254,evening,2.0
301,site2,194.7332807895589,evening,2.0
302,site2,209.2098535653718,evening,3.0
303,site2,187.01917959917895,evening,2.0
304,site2,204.7758425476999,evening,2.0
305,site2,194.0528341219709,evening,2.0
306,site2,205.91376718913992,evening,3.0
307,site2,197.15860626200214,evening,2.0
308,site2,190.0704955681834,evening,2.0
309,site2,202.77908884007093,evening,2.0
310,site2,217.8127125468157,evening,3.0
311,site2,224.73752798993482,evening,3.0
312,site2,185.5890114800678,evening,2.0
313,site2,218.94765896395316,evening,3.0
314,site2,176.69810512233653,evening,2.0
315,site2,185.6857222690201,evening,2.0
316,site2,200.43771222845177,evening,2.0
317,site2,194.8356132004252,evening,2.0
318,site2,186.06975871056426,evening,3.0
319,site2,193.18957255100307,evening,2.0
320,site2,193.11063879967995,evening,2.0
321,site2,200.44020486758768,evening,2.0
322,site2,197.0683661533387,evening,2.0
323,site2,183.2960757272667,evening,2.0
324,site2,179.57626991511927,evening,2.0
325,site2,214.93281713692852,evening,3.0
326,site2,172.36113119017125,evening,2.0
327,site2,199.3982687746324,evening,2.0
328,site2,207.06900132034198,evening,3.0
329,site2,205.69293961062215,evening,3.0
330,site2,196.37228366739424,evening,2.0
331,site2,142.19389820529287,evening,4.0
332,site2,181.11691722240474,evening,2.0
333,site2,198.54748796467592,evening,2.0
334,site2,191.95876102809603,evening,2.0
335,site2,194.19842098938855,evening,2.0
336,site2,181.93292225884954,evening,2.0
337,site2,194.63251300957543,evening,2.0
338,site2,179.42470166519414,evening,2.0
339,site2,189.4414977825583,evening,2.0
340,site2,211.28003033156335,evening,3.0
341,site2,186.46894611362757,evening,2.0
342,site2,225.9587347152082,evening,3.0
343,site2,206.72772741063753,evening,3.0
344,site2,208.98309237734742,evening,3.0
345,site2,176.53646792671609,evening,2.0
346,site2,204.9026109365806,evening,2.0
347,site2,206.72165478195828,evening,3.0
348,site2,192.7074057270016,evening,2.0
349,site2,204.37842295174994,evening,2.0
350,site2,216.26130904592117,evening,3.0
351,site2,192.65145267367112,evening,2.0
352,site2,195.4653374310982,evening,2.0
353,site2,189.84409853453607,evening,2.0
354,site2,192.44606470438256,evening,2.0
355,site2,204.9263546051017,evening,2.0
356,site2,174.88267476874935,evening,2.0
357,site2,212.53495612413613,evening,3.0
358,site2,193.76850449204943,evening,2.0
359,site2,192.80773902694472,evening,2.0
360,site2,200.5598522727773,evening,2.0
361,site2,205.6868798710526,evening,3.0
362,site2,204.30021223181478,evening,2.0
363,site2,204.5324406137413,evening,2.0
364,site2,200.9646427461813,evening,2.0
365,site2,175.76907882419127,evening,2.0
366,site2,211.46088955096604,evening,3.0
367,site2,201.96122781131234,evening,2.0
368,site2,200.35591254472547,evening,2.0
369,site2,192.19119648355377,evening,2.0
370,site2,183.90986252635565,evening,2.0
371,site2,197.58807510444507,evening,2.0
372,site2,205.64732550590438,evening,3.0
373,site2,180.6556943597712,evening,2.0
374,site2,201.64690044186483,evening,2.0
375,site2,227.60448512266458,evening,3.0
376,site2,193.2740654319729,evening,2.0
377,site2,185.8119091032105,evening,2.0
378,site2,185.7401136791631,evening,2.0
379,site2,184.07272534637931,evening,2.0
380,site2,140.72064288133902,evening,4.0
381,site2,186.9306254995731,evening,2.0
382,site2,219.0618548584841,evening,3.0
383,site2,192.13434013521666,evening,2.0
384,site2,194.15494732277278,evening,2.0
385,site2,208.89920884200532,evening,3.0
386,site2,212.14984649106933,evening,3.0
387,site2,201.52428411487045,evening,2.0
388,site2,186.94209531955454,evening,2.0
389,site2,168.54905811181578,evening,2.0
390,site2,206.26046254921155,evening,3.0
391,site2,202.51202798189465,evening,2.0
392,site2,201.35551659911278,evening,2.0
393,site2,188.29504797109226,evening,2.0
394,site2,208.94266126248203,evening,3.0
395,site2,206.60915534843085,evening,3.0
396,site2,183.30341158796296,evening,2.0
397,site2,209.1831852767655,evening,3.0
398,site2,212.1336033673325,evening,3.0
399,site2,226.1652034881442,evening,3.0
400,site2,180.97810993397485,evening,2.0
401,site2,210.50485361639667,evening,3.0
402,site2,213.93950544866095,evening,3.0
403,site2,207.0554850049553,evening,3.0
404,site2,193.1484822778442,evening,2.0
405,site2,211.80293366352603,evening,3.0
406,site2,205.16363118098604,evening,2.0
407,site2,221.4386426124976,evening,3.0
408,site2,202.0647247137759,evening,2.0
409,site2,193.47889651657576,evening,2.0
410,site2,218.51619820206534,evening,3.0
411,site2,184.49658311004382,evening,2.0
412,site2,212.89539076843005,evening,3.0
413,site2,202.61206263497618,evening,2.0
414,site2,194.4219624438702,evening,2.0
415,site2,214.3869788680154,evening,3.0
416,site2,195.44199469311388,evening,2.0
417,site2,203.58535914322528,evening,2.0
418,site2,217.88509329386926,evening,3.0
419,site2,215.1810254303042,evening,3.0
420,site2,208.14962712088095,evening,3.0
421,site2,206.90127605645026,evening,3.0
422,site2,200.35691097723233,evening,2.0
423,site2,212.4850706399273,evening,3.0
424,site2,194.3620940910717,evening,2.0
425,site2,193.39585625846337,evening,2.0
426,site2,199.72049250305733,evening,2.0
427,site2,141.65527463252064,evening,3.0
428,site2,180.16272388074594,evening,2.0
429,site2,203.59817988610163,evening,2.0
430,site2,189.71076596511904,evening,2.0
431,site2,168.0337540990704,evening,2.0
432,site2,202.64817114052744,evening,2.0
433,site2,203.42907574557668,evening,2.0
434,site2,226.12543733149744,evening,3.0
435,site2,223.2836804899297,evening,3.0
436,site2,188.0671484501473,evening,2.0
437,site2,190.09746724366013,evening,2.0
438,site2,196.66447659902266,evening,2.0
439,site2,205.900791696752,evening,3.0
440,site2,206.69548866315603,evening,3.0
441,site2,202.13693751876752,evening,2.0
442,site2,227.46119677721668,evening,3.0
443,site2,221.72950810360555,evening,3.0
